"species","mass","temp","MR","mean.mass","q10smr"
"Canis_mesomelas",7720,38,3860,7720,3860
"Cannomys_badius",344,36,172,344,211.5102
"Capromys_pilorides",2630,35.7,604.9,2630,767.2851
"Carollia_perspicillata",14.9,36.4,43.061,14.9,50.80732
"Cavia_porcellus",629,39,346,629,312.0145
"Cercartetus_concinnus",18.6,34.4,22.32,18.6,32.38465
"Cercartetus_lepidus",12.6,33.7,18.774,12.6,29.28416
"Cercartetus_nanus",70,35.6,60.2,70,77.15424
"Cercopithecus_mitis",8500,37.5,3391.5,8500,3571.433
"Cerdocyon_thous",5444,38.2,1524.318,5444,1493.122
"Chaetodipus_baileyi",29.1,32.5,34.5417,29.1,60.99599
"Chaetodipus_californicus",22,38,21.34,22,21.34
"Chaetodipus_fallax",19.6,32.6,26.852,19.6,46.9293
"Chaetodipus_hispidus",39.5,36.8,49.375,39.5,55.89703
"Chaetodipus_intermedius",15,36,17.86525,14.95,21.96908
"Chaetophractus_nationi",2150,35.5,559,2150,723.8778
"Chaetophractus_vellerosus",1110,34.4,306.36,1110,444.5054
"Chaetophractus_villosus",4540,35.1,808.12,4540,1090.661
"Chalinolobus_gouldii",17.5,31.1,25.2,17.5,51.43042
"Cheirogaleus_medius",300,38,195,300,195
"Chelemys_macronyx",62,36.8,84.32,62,95.45798
"Chinchilla_lanigera",426,35.7,200.2,426,253.9436
"Chironectes_minimus",935,34.95,456.5033,934.5,625.7388
"Choloepus_hoffmanni",3770,34.4,603.2,3770,875.198
"Chroeomys_andinus",34.6,37.7,64.702,34.6,66.74029
"Akodon_olivaceus",27,37.2,49.41,27,53.67054
"Chrotopterus_auritus",96.1,37.2,141.267,96.1,153.4482
"Chrysochloris_asiatica",44,33.95,51.48,44,78.25086
"Clethrionomys_californicus",18.3,37.5,61.122,18.3,64.36477
"Clethrionomys_gapperi",22.3,37.9,49.33938,22.25,49.85214
"Coendou_prehensilis",3280,36.7,918.4,3280,1050.518
"Colobus_guereza",10450,37,2978,10450,3302.373
"Condylura_cristata",49,37.7,110.25,49,113.7232
"Cricetomys_gambianus",1870,35.6,1140.7,1870,1461.958
"Cricetulus_migratorius",30.7,38.1,43.901,30.7,43.44945
"Cricetus_cricetus",362,39.5,231.6798,362,198.3975
"Cryptomys_bocagei",94,33.7,69.56,94,108.5014
"Cryptomys_damarensis",138,35.2,78.66,138,105.0698
"Cryptomys_hottentotus",79.5,34.95,55.455,77.21723,86.28183
"Cryptomys_mechowi",267,34,160.2,267,242.2524
"Ctenomys_australis",340,37.3,116.62,340,125.373
"Ctenomys_fulvus",300,36.2,189,300,227.6587
"Ctenomys_maulinus",215,36.2,187.1,215,225.3701
"Ctenomys_opimus",214,36,109.7,214,134.8992
"Ctenomys_peruanus",490,35.2,220.5,490,294.532
"Ctenomys_talarum",121,36.1,109.626,121,133.4216
"Cyclopes_didactylus",240,33,114.48,240,191.9714
"Cynomys_ludovicianus",1112.3,36.7,422.6742,1112.3,483.4789
"Cynopterus_brachyotis",37.4,36.5,47.5,37.4,55.46841
"Dasycercus_cristicauda",101,36.85,51.005,101,57.44462
"Dasyprocta_azarae",3849,37.5,1886,3849,1986.06
"Dasyprocta_leporina",2687,38.3,1558.5,2687,1510.902
"Dasypus_novemcinctus",3510,34.5,865.215,3510,1242.45
"Dasycercus_byrnei",91.7,35.18333333,71.70747,91.71429,95.94815
"Dasyurus_geoffroii",1354,36.2,568.68,1354,684.9998
"Dasyurus_hallucatus",558,35.9,243.009,558,301.9363
"Dasyurus_maculatus",1782,36.9,588.06,1782,658.8904
"Dasyurus_viverrinus",982,35.9,396.237,982,492.3205
"Desmodillus_auricularis",71.93,35.86,87.7546,71.93,109.4861
"Desmodus_rotundus",29.4,35,34.692,29.4,47.30788
"Diaemus_youngi",36.6,31.1,37.332,36.6,76.1905
"Dicrostonyx_groenlandicus",59.62,38.4,98.84996,59.62,94.84533
"Didelphis_marsupialis",1165,35,570.605,1164.5,778.1077
"Didelphis_virginiana",2488,34.96666667,831.9328,2488.333,1138.385
"Diphylla_ecaudata",27.8,32.4,38.642,27.8,68.94572
"Dipodomys_agilis",60.6,37,63.63,60.6,70.56077
"Dipodomys_deserti",106,36.8,92.22,106,104.4015
"Dipodomys_merriami",36.5,37,42.4595,36.5,47.08432
"Dipodomys_microps",57.2,35,66.924,57.2,91.26117
"Dipodomys_ordii",46.8,34.6,64.2096,46.8,91.25668
"Dipodomys_panamintinus",64.2,36.9,74.2794,64.2,83.22617
"Dipus_sagitta",160,36.8,121.1538,160,137.1573
"Dobsonia_minor",73.7,36.5,74.4,73.7,86.88104
"Dobsonia_moluccensis",404.3,36.8,367.9,404.3,416.4966
"Dobsonia_praedatrix",179.5,37.1,142.5,179.5,156.3962
"Dolichotis_salinicola",1613,38.4,725.9,1613,696.4922
"Echinosorex_gymnura",721.2,36.3,504.84,721.2,601.847
"Echymipera_kalubu",695,35,340.55,695,464.3923
"Echymipera_rufescens",1276,35.2,541.024,886.5754,556.7894
"Eira_barbara",2950,38.4,1221.3,2950,1171.822
"Elephantulus_brachyrhynchus",45.3,37.5,43.70997,45.3,46.02896
"Elephantulus_edwardii",50,37.6,54.5,50,56.80114
"Elephantulus_intufi",46.49,37.2,51.99907,46.49,56.48286
"Elephantulus_myurus",62.97,36.86,66.30741,62.97,74.60186
"Elephantulus_rozeti",45.31,37.06,47.80205,45.31,52.68098
"Elephantulus_rufescens",53,37.3,56.869,53,61.13734
"Eligmodontia_typus",17.5,36.4,29.925,17.5,35.30826
"Eonycteris_spelaea",51.6,34,48,51.6,72.58498
"Eptesicus_fuscus",10.4,36,20.8,10.4,25.57797
"Erinaceus_concolor",822.7,35.2,347.1794,822.7,463.7435
"Erinaceus_europaeus",750,34,337.5,750,510.3632
"Erophylla_sezekorni",16.1,32,17.71,16.1,32.93266
"Erythrocebus_patas",3000,39.3,1068,3000,933.683
"Eulemur_fulvus",2330,36.5,746,2330,871.1459
"Eumops_perotis",56,32.6,39.76,56,69.48865
"Euphractus_sexcinctus",8190,34.2,1236.69,8190,1831.834
"Puma_concolor",37200,37.6,8841.7,37200,9215.021
"Leopardus_pardalis",10500,38,3126.3,10500,3126.3
"Leptailurus_serval",10100,36.5,3137.2,10100,3663.484
"Leopardus_wiedii",3600,38,937.2,3600,937.2
"Herpailurus_yaguarondi",8400,38.4,1737,8400,1666.63
"Vulpes_zerda",1215,38.8,583.2,1215,536.9037
"Fossa_fossana",2260,37.9,906.26,2260,915.6784
"Funisciurus_congicus",112.3,39.275,95.454,112.3,83.6652
"Galago_senegalensis",171.5,37.85,137.2002,171.5,139.3445
"Galea_musteloides",322,37.3,264,322,283.8147
"Galerella_sanguinea",540,38.7,410.4,540,381.7477
"Geogale_aurita",6.9,30.8,7.728,6.9,16.26886
"Geomys_bursarius",197,35,137.9,197,188.0479
"Geomys_pinetis",173,36.3,133.1534,172.95,158.7394
"Georychus_capensis",195,36.4,115.666,194.8,136.4734
"Gerbillurus_paeba",33.9,38.7,34.8153,33.9,32.38465
"Gerbillurus_setzeri",46.1,37.6,37.0183,46.1,38.58131
"Gerbillurus_tytonis",29.9,36.9,31.694,29.9,35.51146
"Gerbillurus_vallinus",38.8,37.4,34.7648,38.8,36.98968
"Gerbillus_allenbyi",35.3,36.3,38.83,35.3,46.29134
"Gerbillus_dasyurus",27.6,38.6,29.256,27.6,27.49629
"Gerbillus_gerbillus",29.7,37.2,42.471,29.7,46.1332
"Gerbillus_nanus",28.4,38.8,22.152,28.4,20.3935
"Gerbillus_pusillus",12.6,34.6,13.482,12.6,19.16104
"Gerbillus_pyramidum",108.5,36.1,81.375,108.5,99.0384
"Glaucomys_volans",64.25,39,67.4625,64.25,60.83606
"Glossophaga_soricina",9.6,35.5,29.376,9.6,38.04049
"Gracilinanus_microtarsus",13,35,18.72,13,25.5276
"Graomys_griseoflavus",69.4,36.1,83.974,69.4,102.2015
"Heliophobius_argenteocinereus",88,35.1,74.8,88,100.9522
"Hemiechinus_auritus",400,33.75,152,400,235.871
"Herpestes_javanicus",611,39.76,403.26,611,336.1698
"Heterocephalus_glaber",32,32.1,20.48,32,37.69191
"Heterohyrax_brucei",2000,36.7,720,2000,823.5772
"Heteromys_anomalus",69.3,36,100.485,69.3,123.5674
"Heteromys_desmarestianus",75.8,33.8,99.1464,75.8,153.0604
"Hipposideros_galeritus",8.5,31.9,9.35,8.5,17.5675
"Histiotus_velatus",11.2,30.5,15.68,11.2,34.04916
"Hydrochaeris_hydrochaeris",26385,37.1,6596.3,26385,7239.551
"Hydromys_chrysogaster",900,36.6,528.3,900,610.58
"Hylomys_suillus",57.8,37.3,60.112,57.8,64.62375
"Hystrix_africaeaustralis",11300,37.45,2361.702,11300,2499.89
"Isoodon_auratus",428,33.8,149.8,428,231.2585
"Isoodon_macrourus",1551,35.9,573.87,1551,713.0277
"Isoodon_obesulus",717,33.9,222.27,717,339.6069
"Isthmomys_pirrensis",137.9,37.6,121.3518,137.9,126.4756
"Jaculus_jaculus",75,37.45,92.25,75,97.64773
"Jaculus_orientalis",139,37,139.0002,139,154.1405
"Kerodon_rupestris",801,38.2,360.5,801,353.1222
"Artibeus_concolor",19.7,35.3,39.794,19.7,52.60794
"Lagostomus_maximus",6784,36.8,1899.5,6784,2150.408
"Lemmiscus_curtatus",30.3,37.1,50.298,30.3,55.20291
"Lasiorhinus_latifrons",29917,35.3,2991.7,29917,3955.048
"Lemmus_lemmus",80,37.8,192,80,196.0115
"Lemmus_sibiricus",50.2,38.3,90.19267,50.2,87.43812
"Lemniscomys_griselda",47.5,36.9,57.6175,47.5,64.55739
"Lemniscomys_rosalia",50.53,36.5,61.473,50.53,71.78546
"Leptonycteris_curasoae",22,35.7,44,22,55.81178
"Liomys_irroratus",48.1,37,53.872,48.1,59.7399
"Liomys_salvini",43.8,37,46.866,43.8,51.97078
"Loris_tardigradus",284,35.5,128,284,165.7538
"Lutra_lutra",10000,38.14,4500,10000,4435.334
"Lutreolina_crassicaudata",812,35.8,406,812,509.6935
"Macroderma_gigas",148,37,139.12,148,154.2734
"Macroglossus_minimus",15.9,36.2,18.5,15.85,22.28405
"Macroscelides_proboscideus",39,36.23,52.26,39,62.7545
"Macrotis_lagotis",1294,35,449.665,1294,613.1874
"Macrotus_californicus",11.7,35,14.625,11.7,19.94344
"Malacothrix_typica",21.7,37,20.615,21.7,22.86045
"Manis_crassicaudata",15910,33.4,1240.98,15910,1996.692
"Manis_javanica",4220,32.3,1105.64,4220,1993.203
"Manis_pentadactyla",3637.5,33.41,667.845,3637.5,1073.428
"Manis_tetradactyla",1430,33,229.086,1430,384.1541
"Manis_tricuspis",1365,32.58333333,276.003,1365,483.203
"Auliscomys_boliviensis",76.8,36.3,110.592,76.8,131.8427
"Marmosa_robinsoni",122,34,97.6,122,147.5895
"Marmota_flaviventris",4295,36.5,1546.2,4295,1805.584
"Marmota_monax",2650,37,662.502,2650,734.6637
"Martes_americana",900,37.95,594.9,900,597.9833
"Mastomys_natalensis",41.5,38,32.785,41.5,32.785
"Megadontomys_thomasi",110.8,37.8,124.0962,110.8,126.689
"Melonycteris_melanops",53.3,34.9,43.3,53.3,59.65985
"Meriones_hurrianae",69,36.1,54.51,69,66.34204
"Meriones_tristrami",112,36.5,98.56,112,115.094
"Meriones_unguiculatus",67,38.2,77.0502,67,75.47333
"Mesocricetus_auratus",98,38.1,147,98,145.488
"Metachirus_nudicaudatus",336,35,204.96,336,279.4945
"Microdipodops_megacephalus",11,32.8,30.173,11,51.65421
"Microdipodops_pallidus",15.2,39.3,19.76,15.2,17.27488
"Microgale_cowani",12.2,33,31.964,12.2,53.6004
"Microgale_dobsoni",44.6,30.9,56.4,44.6,117.5111
"Microgale_talazaci",44,30.8,43.56,44,91.70179
"Micromys_minutus",7.37,38,21.078,7.37,21.078
"Microtus_agrestis",28,37.6,63.6,28,66.28537
"Microtus_arvalis",20,37,61.9998,20,68.753
"Lasiopodomys_brandtii",40.2,36.2,76.782,40.2,92.48726
"Microtus_breweri",53.1,37.3,73.809,53.1,79.34879
"Microtus_californicus",44,38.8,68.2,44,62.78607
"Microtus_guentheri",43.8,38.3,80.154,43.8,77.70604
"Microtus_longicaudus",28.6,38,67.52075,28.55,67.52075
"Microtus_mexicanus",28.8,37.9,46.944,28.8,47.43187
"Microtus_montanus",35.1,35.3,83.33406,35.125,110.1682
"Microtus_ochrogaster",46.7,37.93333333,79.07867,46.7,79.62561
"Microtus_oeconomus",33.7,38.4,100.9315,33.7,96.84254
"Microtus_pennsylvanicus",38.9,38.5,75.077,38.9,71.29453
"Microtus_pinetorum",25.5,38.3,58.395,25.5,56.61158
"Microtus_richardsoni",65.65,38.7,128.0175,65.65,119.0799
"Microtus_xanthognathus",68.5,38,98.64,68.5,98.64
"Miniopterus_australis",107.2,35.6,94.336,107.2,120.904
"Miniopterus_schreibersi",10.91,37.7,25.9658,10.91,26.7838
"Molossus_molossus",15.6,31.4,22.464,15.6,44.44636
"Monodelphis_brevicaudata",75.5,33.65,56.51175,75.5,88.60531
"Monodelphis_domestica",104,32.6,60.008,104,104.8761
"Monophyllus_redmani",8.7,34,11.136,8.7,16.83972
"Mormoops_blainvillii",8.6,32,7.998,8.6,14.8727
"Mormoops_megalophylla",16.5,36.9,24.42,16.5,27.36133
"Mus_minutoides",8.06,36.3,24.0188,8.06,28.63411
"Muscardinus_avellanarius",23.5,35.8,62.98,23.5,79.06526
"Mustela_erminea",75,39.6,165,75,139.8433
"Mustela_frenata",225,39,240.5769,225,216.9465
"Mustela_vison",660,39,488.4,660,440.4273
"Myoprocta_acouchy",914,35.4,502.7,914,657.7373
"Myopus_schisticolor",26.4,39,93.456,26.4,84.27637
"Myotis_lucifugus",5.2,37,8.918,5.2,9.889375
"Myoxus_glis",200,37.7,158,200,162.9774
"Myrmecobius_fasciatus",400,32.5,142.4,400,251.4592
"Myrmecophaga_tridactyla",30600,32.52,2607.12,30600,4594.313
"Mystromys_albicaudatus",93.78,33,126.7908,93.78,212.6154
"Nandinia_binotata",4270,37.4,862.54,4270,917.7409
"Nannospalax_ehrenbergi",138,34.9,118.68,138,163.5204
"Nannospalax_leucodon",201,36.3,148.74,201,177.321
"Napaeozapus_insignis",22,37,39.6,22,43.91335
"Nasua_narica",3670,38.6,1207.43,3670,1134.805
"Nasua_nasua",4000,36.4,992,4000,1170.453
"Natalus_tumidirostris",5.4,32.2,8.316,5.4,15.14755
"Neofiber_alleni",258.1,37.1,216.804,258.1,237.9461
"Neotoma_fuscipes",187,36.6,147.73,187,170.7382
"Neotoma_lepida",110,36.8,86.9,110,98.37878
"Neurotrichus_gibbsii",11.8,38.4,46.492,11.8,44.60851
"Ningaui_yvonnae",11.6,34.4,15.66,11.6,22.72149
"Noctilio_albiventris",27,32,31.59,27,58.74324
"Noctilio_leporinus",61,33.8,70.76,61,109.238
"Notomys_alexis",32.3,38,45.22,32.3,45.22
"Notomys_cervinus",34.2,38.45,41.724,34.2,39.82725
"Notoryctes_caurinus",34,30.8,21.42,34,45.09303
"Nycticebus_coucang",1160,35.35,272.6,1160,358.5209
"Nyctimene_albiventer",30.9,35.9,27.3,30.9,33.91998
"Nyctimene_cyclotis",40.4,36,64.6,40.4,79.43928
"Nyctimene_major",13.6,33,20.4,13.6,34.20874
"Nyctophilus_geoffroyi",8,31.6,11.2,8,21.70635
"Ochrotomys_nuttalli",19.5,36.38,27.105,19.5,32.04717
"Octodon_degus",192.9625,37.6,170.244,192.9625,177.4321
"Octodontomys_gliroides",152,37.2,130.7,152,141.97
"Octomys_mimax",118.6,36.7,115.042,118.6,131.5916
"Oligoryzomys_longicaudatus",28.2,37.3,51.042,28.2,54.87299
"Ondatra_zibethicus",1004.6,37.4,642.944,1004.6,684.0912
"Ornithorhynchus_anatinus",693,34,194.04,693,293.4248
"Orycteropus_afer",48000,34.5,6144,48000,8822.792
"Otomys_irroratus",102,37.6,84.864,102,88.44719
"Otomys_sloggetti",113.29,38,133.6822,113.29,133.6822
"Otomys_unisulcatus",96,34.8,106.56,96,148.347
"Oxymycterus_roberti",83.5,38.25,91.015,83.5,88.69265
"Panthera_leo",98000,37.9,16954,98000,17130.2
"Panthera_tigris",137900,37.5,23994.6,137900,25267.61
"Paradoxurus_hermaphroditus",3160,36.45,759.98,3160,892.0708
"Hemiechinus_aethiopicus",450,34.19,112.5,450,166.8118
"Paranyctimene_raptor",23.6,33.8,24.5,23.6,37.82264
"Paraxerus_cepapi",223.6,39.07,145.34,223.6,130.119
"Paraxerus_palliatus",206,38.805,175.1,274.8083,191.474
"Parotomys_brantsii",86.5,35.1,83.905,86.5,113.2405
"Pedetes_capensis",2300,35.9,793.5,2300,985.9158
"Perameles_gunnii",837,35.2,420.174,837,561.2457
"Perameles_nasuta",645,36.1,316.05,645,384.6524
"Perodicticus_potto",964,36.05,326.6,964,399.5525
"Perognathus_flavus",8.3,34.6,17.3055,8.3,24.59511
"Perognathus_longimembris",8.9,34.7,9.523,8.9,13.39517
"Peromyscus_californicus",47.6,36.4,52.36,NA,NA
"Peromyscus_crinitus",15.9,35.7,25.122,15.9,31.86599
"Peromyscus_eremicus",21.5,36.6,33.11,21.5,38.26671
"Peromyscus_gossypinus",21.5,37.5,36.9798,21.5,38.94173
"Peromyscus_leucopus",20,36.7,33.2,NA,NA
"Peromyscus_maniculatus",22.8,36.55,36.88038,22.825,42.84522
"Peromyscus_oreas",24.58,36.2,43.5066,24.58,52.40559
"Peromyscus_sitkensis",28.3,36,46.7445,28.33,57.48219
"Peromyscus_truei",33.2,36.7,50.796,33.2,58.10337
"Peropteryx_macrotis",5,34.4,11.55,5,16.75818
"Petauroides_volans",1141,35.4,573.923,1141,750.9261
"Petaurus_breviceps",127,35.86666667,89.93978,127.3333,112.1351
"Petrodromus_tetradactylus",206.11,37.5,179.5218,206.11,189.0462
"Phascogale_tapoatafa",157,37.4,127.17,157,135.3086
"Phascolarctos_cinereus",4765,35.8,1034.005,4765,1298.093
"Phenacomys_intermedius",21.5,37.9,67.295,21.5,67.99437
"Philander_opossum",751,35.8,337.95,751,424.2633
"Phodopus_sungorus",25.7,36.1,40.863,NA,NA
"Phyllostomus_discolor",33.5,34.6,47.905,33.5,68.08408
"Phyllostomus_hastatus",84.2,34.7,100.198,84.2,140.9398
"Phyllotis_darwini",36,37.1,45.36,37.93405,59.7121
"Phyllotis_xanthopygus",55,37.3,56.65,55,60.90191
"Planigale_gilesi",9.1,35.1,6.981333,9.066667,9.422201
"Planigale_maculata",10.8,34.5,12,10.8,17.23202
"Planigale_tenuirostris",7.1,34.5,11.289,7.1,16.21102
"Platyrrhinus_lineatus",21.9,36.4,44.895,21.9,52.97125
"Ptilocercus_lowii",58,36.5,43.5,58,50.79738
"Potorous_tridactylus",976,35.85,416.4267,976,520.0876
"Potos_flavus",2343.3,36.07,795.9522,2343.333,972.0673
"Priodontes_maximus",45190,33.6,3027.73,45190,4771.811
"Procavia_capensis",2400,37,660,2400,731.8892
"Procavia_capensis",2250,38,900,2250,900
"Procavia_capensis",2750,39,1178.654,2750,1062.882
"Procyon_lotor",5075,38,1598.625,5075,1598.625
"Proechimys_semispinosus",498,37.9,313.7,498,316.9601
"Proteles_cristatus",8100,36.4,2194.3,8100,2589.037
"Pseudantechinus_macdonnellensis",43.1,34.2,27.153,43.1,40.22009
"Pseudocheirus_peregrinus",861,36.5,408.975,861,477.583
"Pseudocheirus_peregrinus",916,37.4,430.5198,916,458.0722
"Pseudomys_gracilicaudatus",79.8,36.8,83.79,79.8,94.85798
"Pseudomys_hermannsburgensis",12.2,37.75,23.3022,12.2,23.91235
"Pteronotus_davyi",9.4,38.8,15.322,9.4,14.10569
"Pteronotus_parnellii",19.2,36.4,30.72,19.2,36.24628
"Pteronotus_personatus",14,37.5,22.96,14,24.17812
"Pteronotus_quadridens",4.9,31,6.125,4.9,12.63036
"Pteropus_giganteus",562.2,36.7,290.7,562.2,332.5193
"Pteropus_hypomelanus",520.8,35.7,290.1,520.8,367.9772
"Pteropus_poliocephalus",598,36.5,316.9,598,370.0618
"Pteropus_pumilus",194.2,36.1,126.4,194.2,153.8366
"Pteropus_rodricensis",254.5,36.5,134.9,254.5,157.5303
"Pteropus_scapulatus",362,37,242.54,362,268.9582
"Pteropus_vampyrus",1024.3,36.9,804.1,1024.3,900.9519
"Rattus_fuscipes",76,37.45,84.36,76,89.29607
"Rattus_lutreolus",109,36.7,63.2202,109,72.31488
"Rattus_villosissimus",250.6,35.9,145.8492,250.6,181.2162
"Reithrodontomys_megalotis",9,36.8,22.5,9,25.47207
"Rhabdomys_pumilio",39.6,37,32.076,39.6,35.56981
"Rhinonicteris_aurantia",8.27,36.1,16.2092,8.27,19.7276
"Rhinophylla_pumilio",9.5,34.7,18.62,9.5,26.19113
"Rousettus_egyptiacus",146,34.8,122.6,146,170.677
"Rousettus_amplexicaudatus",91.5,36.5,104.3,91.5,121.7969
"Saccopteryx_bilineata",7.8,35.5,14.508,7.8,18.78715
"Saccostomus_campestris",61.3,35.25,51.492,61.3,68.42559
"Saimiri_sciureus",875,38,800.628,875,800.628
"Sarcophilus_laniarius",5775,35.75,1325.363,5775,1672.487
"Scalopus_aquaticus",48,36,67.68,48,83.22678
"Sciurus_carolinensis",440,38.7,369.6,440,343.7961
"Scotinomys_teguina",12,37.6,31.2,12,32.51735
"Scotinomys_xerampelinus",15.2,36.2,31.92,15.2,38.44903
"Sekeetamys_calurus",56.9,37.5,44.382,56.9,46.73665
"Setifer_setosus",530,32.2,121.9,530,222.0403
"Sigmodon_hispidus",139.3,38.1,230.4024,139.3,228.0326
"Sminthopsis_crassicaudata",16.4,35.16,25.09556,16.36667,33.6602
"Sminthopsis_macroura",19.35,33.3,22.54275,19.35,36.64742
"Sminthopsis_murina",19,35,21.47,19,29.27765
"Spalacopus_cyanus",135,36.45,106.8,135.3335,125.3627
"Spermophilus_armatus",320,35.73333333,147.2,320,186.0734
"Spermophilus_beecheyi",599.6,37.6,317.7882,599.6,331.2061
"Spermophilus_beldingi",303,35.5,127.26,303,164.7955
"Spermophilus_citellus",240,37.5,228,240,240.0963
"Spermophilus_lateralis",237,36.3,143.4,237,170.9549
"Spermophilus_mohavensis",240,37,112.8,240,125.0865
"Spermophilus_parryii",650,37,520,650,576.6399
"Spermophilus_richardsonii",274,35.45,131.52,274,171.1947
"Spermophilus_spilosoma",174,36.13333333,92.22,174,111.8513
"Spermophilus_tereticaudus",167,36.3,93.52,167,111.4902
"Spermophilus_townsendii",229,35.575,105.34,229,135.3565
"Spermophilus_tridecemlineatus",205.4,35.7,140.4414,205.4333,178.1428
"Spermophilus_undulatus",680,38,667.08,680,667.08
"Spilocuscus_maculatus",4250,34.7,1143.25,4250,1608.11
"Spilogale_putorius",624,36.35,299.52,624,355.2328
"Steatomys_pratensis",37.54,34.1,18.7698,37.54,28.09151
"Sturnira_lilium",21.9,36.4,53.217,21.9,62.79031
"Suricata_suricatta",850,36.3,310.2498,850,369.8655
"Syconycteris_australis",15.9,35.9,21.85,15.9,27.14841
"Tachyglossus_aculeatus",2725,30.7,430.55,2725,915.8064
"Tachyglossus_aculeatus",3580,30,547.74,3580,1252.522
"Tachyoryctes_splendens",191,35.9,150.89,191,187.4793
"Tadarida_brasiliensis",16.9,36,20.28,16.9,24.93852
"Tamandua_mexicana",3977,31.95,991.5156,3976.667,1853.331
"Tamandua_tetradactyla",3500,33.5,898.8,3500,1431.262
"Tamias_amoenus",57.1,37,96.2706,57.1,106.7567
"Tamias_merriami",75,37,78.75,75,87.32768
"Tamias_minimus",45.8,37,72.7302,45.8,80.65219
"Tamias_striatus",87.4,38.15,90.022,87.4,88.63667
"Tamiasciurus_hudsonicus",228.3,38.65,254.5545,228.3,238.0098
"Tarsipes_rostratus",10,36.6,29,10,33.5166
"Tarsius_syrichta",113,33.8,76.7,113,118.408
"Tatera_afra",106.5,34,182.115,106.5,275.392
"Tatera_leucogaster",157.62,35.08,132.5584,157.62,179.2748
"Taxidea_taxus",9000,38,2700,9000,2700
"Tenrec_ecaudatus",650,33,130.65,650,219.0869
"Thallomys_paedulcus",132.4,36.715,87.26808,132.425,99.66752
"Thomomys_bottae",143,36,120.12,143,147.7128
"Thomomys_talpoides",106.8,36.2,142.044,106.8,171.0982
"Thomomys_umbrinus",85,34.6,72.25,85,102.6839
"Thrichomys_apereoides",323,37.6,206.7,323,215.4274
"Tolypeutes_matacus",1160,33,209.96,1160,352.0817
"Tonatia_bidens",27.4,37,55.074,27.4,61.07282
"Trichosurus_vulpecula",2005,36,731.6425,2004.5,899.7082
"Tupaia_glis",123,37,93.48,123,103.6621
"Tympanoctomys_barrerae",71.4,35.7,77.112,71.4,97.81268
"Uroderma_bilobatum",16.2,35.1,31.59,16.2,42.63474
"Vulpes_velox",1769,38,887.1403,1769,887.1403
"Vulpes_vulpes",4440,38.7,2442,4440,2271.51
"Xerus_inauris",542,36.8,326.284,542,369.3835
"Xerus_princeps",602,37.6,340.13,602,354.4912
"Zaedyus_pichiy",1740,35.2,393.24,1740,525.2687
